,subject,n_test_runs,test_session,score,time,n_samples,n_channels,dataset,pipeline
48,7,6,session_E,0.5601851851851851,341.7003905773163,2448,22,001-2014,EEGNetv4_Without_EA
49,8,0,session_E,0.9849537037037037,250.80045247077942,2304,22,001-2014,EEGNetv4_Without_EA
50,8,1,session_E,0.9849537037037037,309.85579323768616,2328,22,001-2014,EEGNetv4_Without_EA
51,8,2,session_E,0.9853395061728395,413.9030182361603,2352,22,001-2014,EEGNetv4_Without_EA
52,8,3,session_E,0.986304012345679,342.5482802391052,2376,22,001-2014,EEGNetv4_Without_EA
53,8,4,session_E,0.9855324074074074,419.1978802680969,2400,22,001-2014,EEGNetv4_Without_EA
54,8,5,session_E,0.9861111111111112,463.0172312259674,2424,22,001-2014,EEGNetv4_Without_EA
55,8,6,session_E,0.9866898148148148,577.6309976577759,2448,22,001-2014,EEGNetv4_Without_EA
56,9,0,session_E,0.8159722222222221,435.19532227516174,2304,22,001-2014,EEGNetv4_Without_EA
57,9,1,session_E,0.8186728395061729,371.2236726284027,2328,22,001-2014,EEGNetv4_Without_EA
58,9,2,session_E,0.818287037037037,741.6207427978516,2352,22,001-2014,EEGNetv4_Without_EA
59,9,3,session_E,0.8341049382716049,400.15448451042175,2376,22,001-2014,EEGNetv4_Without_EA
60,9,4,session_E,0.8387345679012346,410.3435482978821,2400,22,001-2014,EEGNetv4_Without_EA
61,9,5,session_E,0.8427854938271606,443.00888204574585,2424,22,001-2014,EEGNetv4_Without_EA
62,9,6,session_E,0.8491512345679013,347.7528660297394,2448,22,001-2014,EEGNetv4_Without_EA
